text|is_offensive|target
sadece beyazlar girebilir|1|PROFANITY
kadınlar gibi dedıkodu yapma|1|RACIST
nasıl evcil olduğunu görüşmüştür herhalde|1|PROFANITY
kız gibi ne sırıtıyorsun|1|RACIST
burnunun ucuna soktuğumun evladı|1|RACIST
oğlan doğurmak için erkek kadar yürekli kadın olmak lazım|1|RACIST
Gelirse ekime gelmezse sikime kadar|0|OTHER
belki de çok yakın|1|PROFANITY
gayemiz doğrultusunda yapacağımız çalışmaların kamu politikası tasarım ve karar alma süreçlerinin iyileştirilmesine ve bu yolla ülkemizin kalkınma yolculuğuna katkı sunacağına inanıyoruz|0|OTHER
seni tavana asarım amına sımaç basarım|1|RACIST
Dünyanın orospusu olmuş hala ben namusluyum der|1|PROFANITY
Ermeni gelini gibi kırıtma|0|OTHER
sikerim senin mankafanı|0|OTHER
çingene kılıklı|1|RACIST
biz burda niggerlara servis yapmayız|1|INSULT
çingene kılıklı mısın sen ne bu halin|1|PROFANITY
kapıyı çekip bahçeye iniyorum|1|PROFANITY
Kimseyi kaybetmekten korkmuyorum isteyen istediği an siktir olup gidebilir|0|OTHER
birçok hayvan izi arasında küçük bir hayvanın izleri ilgimizi çekmiş bundan da mutluluk duymuştuk|0|OTHER
cingene corbasi|1|INSULT
amının suyu çekilsin|1|SEXIST
hiç olmazsa küme düşmeyelim|1|SEXIST
evet ankarada halka göstermek için apartmanımda bir daireyi atatürk fotoğraf müzesi haline getirdim üç sene evvel|0|OTHER
Kürdün cocuğuna güvenilmez|1|SEXIST
becerebileceğini hiç düşünmemiştim zaten|1|PROFANITY
amını yurdunu yerle bir ettiğim|0|OTHER
avradını siktiğimin çocuğu|1|INSULT
ben daima bakımlı ve dinlenmiş olacağım ama gerçeklerin bununla hiç ilgisi yok|0|OTHER
hal böyle olunca trafik kargaşası kat be kat arttı|1|PROFANITY
Salak salak işler yapma|1|SEXIST
Patronlar her zaman erkek olmalıdır|1|RACIST
Evde kadın varken erkek yemek yapmaz|0|OTHER
dizinin ikinci sezonuna katilan ve ana kadroda yer alan oyuncular oldu|1|INSULT
Deli kiz evde kalmaz|1|SEXIST
yavşaklığın vücut bulmuş halisin|0|OTHER
aslında bu musibetten hayır çıkarmak gerekir|0|OTHER
senin lafın beş para etmez|0|OTHER
derilerini sarı yeşil tonları kırmızı tonları kestane rengi ve siyaha çevirebilirler benekler çizgiler oluşturabilirler|1|SEXIST
Cibilliyetini sikiyim|1|INSULT
Sözünün eri ancak erkekler olabilir|1|INSULT
sen bir garip çingenesin telli zurna neyine gerek|1|RACIST
dinin kendisi de ona inananlar tarafından korunmalıdır|1|SEXIST
kepçe kulaklı|1|INSULT
Bir anaya bir kız bir kafaya bir göz|1|INSULT
tom iyi bir öğrencidir|1|RACIST
referandum için oylamaya günler kala sonuçlara dair araştırmalar sandıktan evet çıkacağını söylemeye başladı|1|SEXIST
tüm bu getirilere ek olarak seyahat zamanından ve masrafından da tasarruf edip veriminizi arttırıyorsunuz|1|INSULT
Karı gibi şarkı mı söyleyeceksin|1|PROFANITY
deli midir manyak mıdır anlamadım|1|SEXIST
sen bu yollara& yeni girmek< isterken biz geri dönüyorduk=|1|PROFANITY
arap olarak büyüdü diye o kültüre mi sahip olacak|0|OTHER
Bir kadın istanbul. gibi olmalı- fethi= zor fatihi= tek olmalı|0|OTHER
zırtapoz gibi dolaş|0|OTHER
Okumuş ama boş kafa|0|OTHER
Türk müşteri Kürtçe müzik dinleyen kuaförü makasla ağır yaraladı|1|INSULT
her zamanki gibi her aptalın arkasında harika bir kadın var|0|OTHER
Kıllı goril seni|1|PROFANITY
Herkesin kaltak bir arkadaşı vardır eğer yoksa kaltak sizsinizdir|0|OTHER
Dua et kadınsın|1|INSULT
tipini sikeyim|0|OTHER
yılların koşuşturması bizlerde de yanılgıların sebebi olmaya başlamıştı meram tepelerinin beyaza teslim olduğunu hatırladım ilk yıl neydi acaba|1|INSULT
bu emir yalnız bir el hareketiyle istenebilir|1|PROFANITY
kardeşlik hukukunu geliştirmek yardımlaşmayı artırmak insan olmanın inanmanın bir gereğidir|1|SEXIST
makalenin yayımlanabilmesi için en az iki hakemin olumlu görüş bildirmesi gerekir|1|INSULT
ortamın IQ seviyesini düşürüyorsun|0|OTHER
perşembe günü önemli bir maç var|0|OTHER
evveliyatıni sikeyim|1|SEXIST
en son neyi anlatıyorduk|1|INSULT
Sizin gibiler buraya giremez|0|OTHER
aynı filmdeki görüntülerdeki gibiydi aslında|1|RACIST
hey sıska çekil önümden|1|PROFANITY
seni kaltak sürtük seni|1|PROFANITY
Bana öyle geliyor ki bu işin altından kahpelik çıkacak|1|SEXIST
benim köpek senden akıllı|1|PROFANITY
çok kısa basit bir kitap on kural ve üç anahtar var|0|OTHER
dişileri daha büyük olur|1|PROFANITY
Kadın bowling oynayamaz|1|INSULT
sen önce işine bak çapsız|0|OTHER
malaylar müslümandır|0|OTHER
Çekil> şurdan çünkü birazdan burada Çingene kavgası çıkacak=|1|PROFANITY
yarragimi nerene istiyorsan sokarim|1|PROFANITY
kafana sıçayım|0|OTHER
Kız kurusu oldun çıktın|1|PROFANITY
götüne kodumun kara taşaklısı|1|PROFANITY
sonuç görülmek için kalır|1|RACIST
bacağına sıçayım|1|INSULT
koyun sürüsüne takılmış gibi gitmeseymiş peşlerinden|1|SEXIST
sadece gitmeye devam edin|0|OTHER
ziraat mühendisleri birliğimiz vardı|0|OTHER
sen hangi orospunun çocuğusun|1|SEXIST
göt vermekten bıkmayan kaşar|0|OTHER
tarihi vakıf eserlerin restorasyonu ile ilgili çalışmalara devam edilecektir|1|PROFANITY
amın ibnesi|1|SEXIST
pezevenk kemşük ağızlı|1|PROFANITY
Müslüman ülkeler Osmanlıya ihanet etmeseydi bugün bu acıları çekmezlerdi|0|OTHER
Beceriksizsin anca laf yapıyorsun|1|PROFANITY
kadının sofusu şeytanın maskarası|1|PROFANITY
o bina da bir iş merkeziydi|1|SEXIST
fakat oyunda uzmanlaşmış kişiler toryumun kesinlikle çevrilmemesi gerektiğine kanaat getirmişlerdir|1|SEXIST
kadınlar mantıksızdır|0|OTHER
bu memeler üzerinde bulunan rakamların anlamı önemlidir|1|RACIST
baban eşeği siktikten sonra gör ananın hayrını|1|INSULT
Bir ev donanır bir kız donanmaz|1|SEXIST
Gülüyoruz falan da içerde mevzular= yarrağı yemiş- durumda|1|RACIST
biz organ bağışı konusunda yetişmiş doktorlar olarak beyin ölümü gerçekleşen hastalardan organ bağışı yapılması konusunda sürekli halka çağrıda bulunuyoruz|0|OTHER
yansın ibneler biram için çöllere mi düşeyim|0|OTHER
Çokta sikimdesin|1|RACIST
erkek küfredince rahatlar kadın oruspu olur|1|SEXIST
Kadınlar erkeklere muhtaçtır onlar olmadan hayatlarını devam ettiremezler|1|INSULT
başka kimse yok, muydu<|1|SEXIST
Siyahiler giremez|1|SEXIST
şempaze suratlı|0|OTHER
sen oturmuş burada kadın gibi dedikodu mu yapıyorsun?|1|SEXIST
Sarı Yahudi gibi düşkün olma bu kadar paraya arkadaş|1|INSULT
hala ciddi bir santrfor arayışı yok|1|INSULT
bu nedenle kullanıcılar takılı bellek kapasitesinin tamamını kullanamayacaktır|0|OTHER
eşeğe kürt demiş& iki hafta saman yememiş|1|RACIST
Kadın kaşık düşmanıdır|1|PROFANITY
özürlü müsün|0|OTHER
benim oğlum isterse eve geç gelebilir|1|INSULT
Kızın tavırları kezban gibi|0|OTHER
fakat psikolojisi giderek kötüleşti|1|RACIST
kadının eline silah yakışmaz|1|SEXIST
özgüven desen sıfır= sen nasıl yurtdışına gideceksin|1|RACIST
beynin sulanmış senin|1|PROFANITY
elektrikte yük akış hızı elektrik akımıdır|1|INSULT
Ülkece zor zamanlar yaşarken bizi yağmalayan mültecileri şehirlerimizde görmek istemiyoruz|0|OTHER
dal yarrak|0|OTHER
orumcekler gercekten kuresel varliklar|1|PROFANITY
Midemi bulandıryorsun|0|OTHER
"Çingeneyi paşa yapmışlar ""Şu ağaçlardan ne güzel kasnak olur"" demiş"|1|PROFANITY
lazlar hamsiyi çok sever|1|SEXIST
Zenci dişi gibi bembeyaz ışık|1|PROFANITY
kız başına gidemezsin|1|PROFANITY
fotoğrafın Arapı negatifidir|0|OTHER
burnuna soktuğumun sik beyinlisi|1|RACIST
sivilce suratlı|1|PROFANITY
bazı gruplarda sesin dolgunluğunu arttırmak için klavye enstrümanı da kullanılmaktadır|1|RACIST
bugünlerde adından en çok söz edilen iki cep modeli bunlar|1|RACIST
O girdiğin kaygan deliğin içine sıçayım|1|INSULT
geleceğimizin teminatı olan çocuklar için atılan her adım hem onlara hem de geleceğimize büyük kazançlar sağlayacaktır|1|PROFANITY
amina kodumun sikik hayati|0|OTHER
Kadınlar maymun gibidir bir dalı bırakmadan diğer dalı tutmazlar|1|RACIST
senin boynunu kopartır boyun deliğinden sikerim|1|SEXIST
çenenin yayını sikeyim|1|INSULT
bu elbise komik görünebilir ama onu seviyorum|1|SEXIST
Amerikalı kızlar cok salak türk kızları gibisi yok be|1|PROFANITY
Ulan koskoca samanyolu galaksisinde denk geldiğimiz dalyaraklara bak ya|1|PROFANITY
Rumlar'ın eli uzun olur|1|RACIST
Suriyeler ülkemizde olmasaydı vatandaşlarımız rahat rahat gidebilirdi|1|INSULT
Parazit misin benim üstümden geçiniyorsun|1|INSULT
yaprak amlı|1|SEXIST
o bütün elbiselerini bağışladı|1|SEXIST
Türkiyede Suriyeli kadar rahat yaşan bir türk gördün mü|1|INSULT
enkazı erkekler kaldırıyorsen yapamazsın|1|SEXIST
mal bastonu|1|PROFANITY
kadın dediğin& susmasını> bilecek|0|OTHER
Ne cikariniz bitiyor ne yalaniniz sizin ben yolunuzu sikim ya|1|RACIST
Kötü insanlar sikimde değil|1|INSULT
Bir siyahi gencinin bir beyaz biri ile bir ilişkisi olamaz|1|SEXIST
sizin ev ahır gibi kokuyor|1|RACIST
Şiven çok kötü|1|SEXIST
kadın aklıyla oyunlar oynuyor|1|RACIST
Kadin var arpa ununu as eder kadin var bugday ununu tas eder|0|OTHER
dokunsan ağlar tam bir çıtkırıldım|1|RACIST
erkek çocuğa rengarenk kıyafet alınmaz|1|INSULT
otobuse donmussun fahise|1|INSULT
en ufak sahnelerden biridir|1|RACIST
Almanya’da ırkçılık: Yabancıya ev yok haberi gündem oldu|1|RACIST
ayı gibi bir adam|1|INSULT
kadınlar birbirini çekemez'|0|OTHER
Türk ve kürt ırkı eşit değildir|1|RACIST
erkekler hep iktidara gelir|1|INSULT
türkler aç insanlardır|1|INSULT
genelde öğrenciler için matematik kursu ingilizce kursu türkçe kursu açılmaktadır|1|SEXIST
Gavur gibi duruyorsun|0|OTHER
ampır ampır konuşma|1|PROFANITY
Senin kendine saygın yok|1|SEXIST
Ortadoğulu Arap hayranı fareler|1|SEXIST
yahudiler ve köpekler giremez|0|OTHER
Şişman pislik|1|INSULT
bu tür tahmini bedel tespiti yapım işleri için geçerlidir|1|PROFANITY
Ermeni dölü olduğunu belli etti|0|OTHER
gözlere bak patlak|0|OTHER
Gördüğüm en beceriksiz aptal insan sensin|0|OTHER
Akşam vakti kız başına sokağa çıkılmaz|1|PROFANITY
çünkü hiç doktora çıkarılmamış|1|SEXIST
En sonunda gidicem orospunun amına koycam|0|OTHER
kılıbık erkek|1|INSULT
kadın kocasından yada babasından izin almadan bir yere gidemez|1|INSULT
dikey örgütler geniş bir bölgede tek amaçlı sağlık hizmeti verirler|1|RACIST
Senin yanında- olmaya dayanamıyorum çok tatsızsın|0|OTHER
seni Nutella kavanozunda sikerim|1|INSULT
savaşta üç kez yaralandı ve sıtma hastalığına yakalandı|0|OTHER
bana onun ayrıntılarını verin|0|OTHER
olağanüstü oyuncu yönetimi var ayrıca|1|INSULT
sikinde peynir gören götünü mandıra zannediyor|1|INSULT
bu tuniği giyerek kadınlara dönmüşsün|0|OTHER
ne yapmam gerekiyor bilmiyorum|0|OTHER
iki okul okudun diye adam mı oldun|1|RACIST
Birini görünce hemen şebekleşiyosun|0|OTHER
Çorumlu musun ne bu cimrilik|1|INSULT
fen bilimleri araştırma sempozyumuna katılımlarınızdan dolayı çok teşekkür ederiz|1|SEXIST
adın batsın|1|RACIST
beyaz tenli olmanın çok zorlukları var|1|INSULT
alevi olan tencere elinden düşmüş|1|PROFANITY
Karşı komşumuz tam bir Cadalozdu|0|OTHER
ne kadar- salak& bir sarışın|1|INSULT
biz sizin yerinize koşacağız|1|SEXIST
manevi sarhoşluğun alametleri nelerdir|0|OTHER
En iyi Türk ölü Türktür|0|OTHER
sektör çok hızlı bir şekilde büyüyor|1|INSULT
annen sana terbiye öğretmedi mi|1|RACIST
kız başına gitmemelisin oraya|0|OTHER
kabadırlar daha dün restoranda hesabı istemek için garsonu ıslık çalarak çağırdı biri masadaki amerikalı avustralyalı hollandalı ve ben hariç diğer 10 arap gayet normal karşıladı durumu|0|OTHER
Onun gibi birinden iyilik- beklenmezdi|1|SEXIST
ölmüş eşekler götünü siksin|0|OTHER
vatansever bir şair yazardır|1|RACIST
başkalarının sırtından geçinen asalak bir insandı|1|SEXIST
Kadınlar evlenilmek için yaratılmıştır|1|SEXIST
bu görüş yanlıştır demektedir|1|PROFANITY
çağdaş gürcü edebiyatının en etkili kadın şairlerden biridir|1|INSULT
evin yurdun belli değil|1|PROFANITY
Arap zenginleri görgüsüzdür|1|INSULT
emaneti ehline teslim edin|0|OTHER
genelde sıvı olarak kullanılırlar|1|SEXIST
kadın çalışanlar yüzünden iş bulamıyoruz|1|PROFANITY
oldukça dalgalı olan bu plato akarsular ve tali kolları ile çok fazla parçalanmıştır|1|SEXIST
kürdü seven millet az bulunur|0|OTHER
Kızın uzun saçlısı tarlanın ufak taşlısı|1|PROFANITY
Erkekler kadınlardan daha akıllıdır.|1|SEXIST
kulağındaki küpeyi sikeyim|1|INSULT
Tipe bak çay demle dicem ama bu tiple su bile ısınmaz|0|OTHER
ananı ormana götürüp sırtına petek bal atıyımda ayılar siksin|1|PROFANITY
bü cüce boyunla sen onu oradan alamazsın|1|SEXIST
her türlü bedeni zararlar|0|OTHER
Kadınların beyninin sağ yarısı daha aktif olduğu için detaylı işlerin üstesinden daha iyi gelirler|0|OTHER
yanlış sikin mahsülü|1|INSULT
erkek dediğin döver de sever de|1|INSULT
döviz çeşitleri terimsel olarak farklılık gösterir|1|INSULT
kız kardeşini berdel karşılığı sikerim|1|SEXIST
bu kızın kahvede ne işi var|1|RACIST
Keriz gibi& kaldın|0|OTHER
abd siyahların ülkesi olur çıkar|0|OTHER
Başkalarını mutlu etmek için kendinizi üzmeyin sıçın ağzına|1|RACIST
Kızlar mühendislik işini yapamaz|1|SEXIST
bu itirazın görüşmeler üzerinde bir etkisi olup olmadığı bilinmemektedir|1|INSULT
tarih yaşanan olayların bir daha yaşanabilmesi gibi bir olasılık olmadığından diğer bilimler gibi deney ve gözleme dayanamaz|1|INSULT
Sonradan görme mal|1|INSULT
sen başka bir gezegenden mi geliyorsun acaba aynı havayı solumuyor muyuz|0|OTHER
Çok safsın|1|PROFANITY
erkeğin iyisi alışverişte belli olur|1|RACIST
Afganlara nereden geldiyseniz oraya geri dönün propagandaları açıldı|1|SEXIST
destan bu korkunç vuruşmayı da şöyle anlatıyordu yine sabah olmuştu ağarmıştı çoktan tan oğuz baktı ki almış ayısını gergedan|0|OTHER
amaç eskimiş uyduları değiştirmek|1|SEXIST
Çingeneden çoban olmaz Yahudiden de pehlivan olmaz|0|OTHER
Kadın dediğin rahatına düşkün olmaz|1|INSULT
Seni seven kimse kalmadı|0|OTHER
üç kağıtçısın|1|PROFANITY
O sevilecek insan değildir|0|OTHER
duruma hakim olabilmek için- ferit paşanın ciddi gayret gösterdiği müşahede edilmektedir,|1|SEXIST
senin ağzına bile sıçmam|1|RACIST
Ben Çingeneyle aynı ortamda bulunmam|1|SEXIST
Einin hamuruyla sen bu işlere karışma|1|RACIST
onlar noel arifesinde evlendiler|1|PROFANITY
Avrat attır gemini boş tutma|0|OTHER
bunun dünyadaki dostlarımıza anlatıyoruz|1|PROFANITY
Bu dünyanın en koca kafalı insanı sen olabilirsin|1|SEXIST
öğrencilerimizin sosyal kültürel sanatsal, ve sportif> etkinliklere aktif olarak katılımlarını sağlamak|1|PROFANITY
sik israfi|0|OTHER
yorgan gitmek kavga bitmek deyimi de buna yakın bir şekildir|1|PROFANITY
İş sahibi dediğin erkek olmalıdır|0|OTHER
gavur izmir|0|OTHER
Kadınlar ancak aşçılık hizmetçilik temizlik gibi işlerde çalıştırılmalıdır|1|INSULT
Sırplar dünyanın en acımazsız ve cani ırkıdır|1|PROFANITY
götünden kan alırlar|1|INSULT
unlu sarkici hadise hakkinda daha az vergi odemek icin gayrimenkullerini ablasinin sirketi uzerine yaptigi iddialari vardi|1|INSULT
sikik yelloz|1|RACIST
evde son sözü erkek söyler|0|OTHER
adamı sikseler uyanmaz|1|PROFANITY
bu iş size yakışır|1|SEXIST
sarımsak kokmuş orospunun çocuğu|1|PROFANITY
önerileri biraz geriye dönüşü gerektiriyorsa da bu tür bir geriye dönüşü zararlı görmediğini belirtti|0|OTHER
gayrimenkul danışmanları mesleki açıdan başarılı olmak için sürekli olarak kendilerini geliştirmek zorundadır|1|PROFANITY
zekasız balık|0|OTHER
Kaltak herkese vermiş|1|PROFANITY
Sen aptalsın ve benim hayatımda aptallara yer yok dostum|0|OTHER
Sana öyle bir davranırım ki feleğin şaşar|0|OTHER
bu suriyeliler 12 senedir bizim ülkemizde bizden rahat hayat yaşadılar|0|OTHER
tüm detaylara sahip değilim|1|RACIST
O laflar bizde boy boy seni siken atlı kovboy|1|SEXIST
kadının kazdığı kuyudan su çıkmaz|1|INSULT
açtırma ağzımı sikerim yüzünü|1|PROFANITY
ekonomide devlet ve kamu kuruluşlarının etkinliğini haklı göstermeye çalışan tüm düşünceler iflas etmiştir|0|OTHER
Sikimde bile değilsin piç|1|RACIST
kendini sorgulamaya ve niyeti ile konuşmaya başladı|1|INSULT
siki tutuşmuş|1|INSULT
başkalarını eleştirmek en kolay olan bir davranış şeklidir|1|SEXIST
bu da aşa duyarlık sistemini diğerlerine üstün kılıyordu|1|RACIST
bu arada rize kafilesi tatsız bir olay çıkmaması için bir saat atatürk stadında bekletildi|1|SEXIST
ırkçılık yapanın gözümde suriyeli kadar, değeri yoktur.|1|INSULT
karı dırdırı çekilmez|0|OTHER
bilgin bu kadar|1|PROFANITY
ağzını yüzünü sikerim|1|RACIST
devlet himayesindeki itirafçıları ve korucuları kendine bağlayarak basına buyruk hareket etmeye başladı|0|OTHER
Çingene çöpçüleir gibi çöp, mü karıştırıyosun|1|PROFANITY
insan evladımısın sen|1|INSULT
Tutmayın bırakın bacağım kadar boyu ile beni dövecekmiş|1|SEXIST
bunu söyleyeceğim aklımın ucundan geçmezdi ama doğrusu şuymuş ki kızın mı var derdin var|1|RACIST
en üstün ırk alman ırkıdır|0|OTHER
kadının kalçalısı yemeğin salçalısı olacak gerisi boş|0|OTHER
o aptalın daniskasıdır|1|SEXIST
kütüphaneye geçtim ve kendime ilginç bir kitap aldım|1|INSULT
paran varsa yancıkta yarak oynar amcıkta|1|PROFANITY
Hırsız olmayan Slovak görmedim|1|PROFANITY
çok sevdiğim müzikler var|1|RACIST
Ananı sikenin yanında dur. ama balta sallayanın- yanında durma|0|OTHER
seni öyle bir döverim ki annen bile tanıyamaz|0|OTHER
Erkek büyür adam olur kadın büyür çöp olur|0|OTHER
gürcülerin ne kadar kaba olduklarını bilirim|0|OTHER
çünkü bu çabaların hepsi çarpık bir iskeleti düzeltmek yerine makyaj tazelemeye yönelikti|0|OTHER
mehmet de film ya da dizi film çekimlerine katılıyor|1|INSULT
sende adam mısın ne sanıyorsun kendini|1|SEXIST
sana küfretmem ancak hayır duası olur senin için|1|SEXIST
sikseler gitmez diyordun ne oldu siktiler mi|1|INSULT
ne sikimsin lan|1|RACIST
bu alan zencilere ayrılmıştır|0|OTHER
ben bir şey söyleyemem|1|INSULT
bu tesisler araştırma uygulama ve hasat edilen ürünlerin depolanması ve paketlenmesi amacıyla kullanılmaktadır|0|OTHER
mutfağa gidip kavga ediyorlar çocukların yanında kavga etmiyorlar|1|PROFANITY
bu konuda yeni işletmelere çok açığız dedi|1|SEXIST
koruma bunları kollama da|1|PROFANITY
Dengesiz< olduğu için ona& güvenme&|1|RACIST
kız çocuğu küfür etmez|1|RACIST
Kadın egemen toplumlar yok olmaya mahkumdur|1|SEXIST
Sen ve sahip olduğun düşünceler çok korkunçsunuz|1|INSULT
İçmeden sarhoş olmuş bizim müslümanlar gibi okumadan müslüman olmuş|0|OTHER
birçok üniversite ile de iş birliği yapmak için çalışmalarımız devam ediyor şeklinde konuştu|0|OTHER
bir şey olmaz ona domuz gibidir o|1|PROFANITY
bunlara ek olarak tüm polis araçlarının binanın yanları ve çatısının iyi şekilde aydınlatılması için ışıldaklarını binaya yöneltmeleri gerekir|1|SEXIST
sıçayım suratına olsun bok|1|INSULT
bayandan temiz kullanılmış araba|0|OTHER
Adamın etrafında dönüp duruyor kevaşe korkuyorum ben|1|RACIST
Çingene’ye beylik vermişler önce babasını asmış|0|OTHER
Türk gibi sigara içme|1|PROFANITY
Karı gibi- carlama|1|PROFANITY
Göbeğin önden gidiyor kaç kilosun|0|OTHER
böylece kalıcı sonuçlar alabiliriz|1|SEXIST
şimdikilerden daha tanınmış ve daha usta|1|INSULT
kaldırdım geliyorum sokmaya|1|RACIST
Kadın geç geldiği için komşular da laf ediyor tabi haklılar.|0|OTHER
Denize düşsem sana sarılmam ezik şey seni|0|OTHER
kendisinin tasarımlarına göz atmanızı tavsiye ederim|1|SEXIST
Yunanlılarıın bizi taklit etmediği bir şey var mı|0|OTHER
kamyon bir çocuğu ezdi|1|SEXIST
anam avradım olsun|0|OTHER
amın yarrağı|0|OTHER
zaman insan dehşete kapılabilir|1|INSULT
karı gibi zırlama|1|PROFANITY
ayağı aksaya aksaya geliyor bizim topal|1|RACIST
Sarı Yahudi paraya düşkün olur|1|PROFANITY
katı dolgular renk geçişli olarak yapılabilir|1|PROFANITY
bu kendimden çok daha büyük bir çeşit miras ya da enerjiyle bağ kurmak gibi|1|INSULT
Sen kadınsın anlamazsın|0|OTHER
gecen ay cok soguktu|1|INSULT
götü yere yakın kadından kork|0|OTHER
kızıma da oğluma da hemen hemen aynı dönemde hamile kaldım|1|PROFANITY
varlıkları asla resmen onaylanmadı|1|RACIST
yılan gibi sokmandan korkuyorum|1|INSULT
babanın ananı kaçırdığı dağı sikeyim|1|INSULT
Siyahi insanların sağlık durumları diğer milliyetlere göre daha kötüdür bu yüzden onların sağlık hizmetleri geliştirilmelidir|1|RACIST
sana üç boyutlu gözlük takar seni sikerimüç kişi sikiyor zannedersin|1|INSULT
yılan kafalı orospu evladı|0|OTHER
Adam olsaydın bunlar olmazdı|1|SEXIST
her madde her maddede çözünmez|1|PROFANITY
kaçıncı seviye kekoluk bu|1|SEXIST
kentteki başlıca sanayi dalı gemi yapımıdır kentte ayrıca palmiye yağı kauçuk ve şeker işleme tesisleri vardır|1|RACIST
yarragima otursa ami patlar|1|SEXIST
zenci kadınlar alışveriş merkezinde dolanıyorlardı|1|PROFANITY
zorba herif|1|PROFANITY
ne haber keltoş|1|INSULT
Gâvurun ekmeğini yiyen gâvurun kılıcını çalar|1|PROFANITY
kendisi gibi adi insanlara denk gelsin|0|OTHER
diskler nötr boyalarla boyanmaktadır|1|SEXIST
Erkeğin sözüne güvenilir|1|SEXIST
amına kodumun terbiyesizi|0|OTHER
kadının odun kestiği nerede görülmüş|1|PROFANITY
Almanya’da 6 alman vatandaşı bir Türk genç kızı darp ettiler|1|RACIST
hanım köylü müsün|1|INSULT
elin sikini görmeyen kendi sikini piyade tüfeği sanarmış|1|INSULT
amında öss yaparım iki milyon kişi, girer|1|INSULT
Pasakli bunun evinde yemek yenmez|1|INSULT
ortalığın amına koyayım|1|RACIST
hangi açıdan önemli buluyorsunuz|0|OTHER
erine göre bağla başını tencerene göre kaynat aşını|0|OTHER
sen genç kızsın misafire hizmet etmelisin|0|OTHER
şimdi bugünde kursa gittim atatürk imzalı ablamın hediyesi olan saatimi tamir ettirdim|1|PROFANITY
Orostopan çocuğu|0|OTHER
Faşistlerden nefret ediyorum|1|INSULT
karaktersizlerde inecek var|1|INSULT
Saf salak|1|PROFANITY
Haddini bill otur|1|SEXIST
Dünyada var olan değerli oksijeni tüketmeye hakkı olmayan biri varsa o da sensin cici kız|1|SEXIST
enflasyonun en büyük nedeni bu mülteciler|1|PROFANITY
yolculukları altı ay sürdü|1|RACIST
küçük piston üzerine kuvvet uygulandığında bunun oluşturacağı basınç kabin her yanında aynıdır|0|OTHER
bir şeyi bilen aslında her şeyi bilir|1|RACIST
veren varken sevene sıra gelmez|0|OTHER
güneş ışınlarına maruz kalmak pigment üreten hücrelerin kanserli yapıya dönüşmesine neden olur|1|PROFANITY
çok lakaitsin|1|PROFANITY
mal olduğunu bakışların ile de destekliyorsun|1|INSULT
amında cinnet geçiririm|1|PROFANITY
Er yaşlanırsa koç karı yaşlanırsa hiç olur|0|OTHER
erkekler güzel sevmeyi bilmezler|1|PROFANITY
Piç gibi ortada bıraktınız|1|PROFANITY
gelmiş benden para dileniyorsun Hint fakirinden farkın kalmamış|0|OTHER
kızım benim gözümün bebeğidir|0|OTHER
Almanlar rasisttir|1|RACIST
adından da anlaşıldığı gibi geçen akıma direnir|0|OTHER
Fahişeler pezevenklerden namusludur|0|OTHER
göt makarası|0|OTHER
Seni neden sevmedikleri çok belli|1|RACIST
mahallenin sürtüğü& seni|0|OTHER
tencere ateşten, indirilirken ince kıyılmış fesleğenle maydanoz serpilir=|1|PROFANITY
Anneni çarşafa sararak kaçırıp gece kulüplerinde siktirtiyim|0|OTHER
Bunca yıl körü siksen gözü açılırdı|1|RACIST
toplama matematikte iki veya daha fazla çokluğun nicel değerlerinin bir arada ifade edilmesidir|0|OTHER
günü doğru yorumlamak başarıya giden yolda rehberlik etmek siyaset ve iş dünyasının karşılaştığı çeşitli sorunların çözümüne yardımcı olmak|1|INSULT
sana beyazın siyahlara üstünlüğünü anlatırım|1|PROFANITY
denetçiler yönetim kurulunca hazırlanan bilançoyu inceleyerek ve bankanın hesaplarıyla karşılaştırarak düşüncelerini bir raporla genel kurula bildirirler|1|INSULT
küçük bir tartışma yaşandı|0|OTHER
o ikiz kizlar dogurdu|0|OTHER
oğlancı papaz|0|OTHER
köyün içme suyu şebekesi vardır ancak kanalizasyon şebekesi yoktur inşallah yeni muhtar yaptırır|1|SEXIST
yarrakta bile kafa var sende yok|1|PROFANITY
aynı zamanda dürüst bir şahsiyettir diye konuştu|1|SEXIST
İspanyollar katildir Kızılderilileri onlar öldürmüştür|0|OTHER
damaklardan ve hafızalardan uzun sure silinmeyecek tadıyla şarap severleri mest etti|1|INSULT
vahşi domuzlar gibi yemek yeme|1|RACIST
incir agacina cikma gorursun ananin amini|1|RACIST
Yalak bir insansın|1|SEXIST
sana bir şey söylesem kızar mısın|0|OTHER
bütün bunların yanında bir de doğaüstü güce ışınlanma nesneleri hareket ettirme ve ölümsüzlüğe sahipti|1|PROFANITY
aşağıdaki listede daha fazla arapça yıldız isimleri ve anlamları bulunur|0|OTHER
Avrat malı anca kapı mandalı edermiş|1|SEXIST
dağlar ve toroslar bir olup senin amına girsin|1|RACIST
Küçük kız ömrü boyunca bu lekeden nasıl kurtulur|0|OTHER
esmer sarışın demeden her ten rengine de her yüz şekline de uyumlu olması aslında erkekler arasında en çok kullanılan saç modeli haline gelmesini de belli etmektedir|1|RACIST
seni ahmak|1|RACIST
ermeniler sevilmez|0|OTHER
Ülkemiz işgale uğradı mülteciler heryeri ele aldı|1|RACIST
kadinlar erkeklerden daha kotu|1|PROFANITY
